Product,Price,Actual Price,Rating,Storage
"OnePlus Nord CE4 lite 5G (SUPER SILVER, 256 GB)","₹21,949","₹23,999","4.411,970 Ratings & 578 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year
"REDMI 13c 5G (Startrail Green, 128 GB)","₹11,014","₹15,999","4.335,629 Ratings & 1,536 Reviews",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"Tecno Pova 6 Neo (Aurora Cloud, 128 GB)","₹11,998","₹15,999",4.2550 Ratings & 45 Reviews,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh BatteryMediatek Dimensity 6300 Processor1 year manufacturer Warranty
"Tecno Pova 6 Neo (Midnight Shadow, 128 GB)","₹11,968","₹15,999",4.2550 Ratings & 45 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) HD Display108MP Rear Camera5000 mAh BatteryMediatek Dimensity 6300 Processor1 year manufacturer Warranty
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"REDMI 13 5G (Black Diamond, 128 GB)","₹12,096","₹17,999","4.324,883 Ratings & 1,282 Reviews",6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty
"vivo V50 5G (Starry Night, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"OnePlus Nord CE4 lite 5G (ULTRA ORANGE, 256 GB)","₹21,299","₹23,999","4.411,970 Ratings & 578 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year
Kechaoda K115,₹994,"₹1,499","4.138,800 Ratings & 2,581 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB3.66 cm (1.44 inch) QVGA Display0.3MP + 0MP | 0MP Front Camera850 mAh BatteryNA Processor1 Year Company Domestic Warranty by Company Authorized Service Center.
"realme C63 (Jade Green, 64 GB)","₹8,499","₹9,999","4.39,788 Ratings & 503 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix Note 40 5G (Racing Grey, 256 GB)","₹15,999","₹24,999","4.28,949 Ratings & 916 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryDimensity 7020 Processor1 Year on Handset
"vivo Y18i (Gem Green, 64 GB)","₹7,999","₹11,999","4.12,005 Ratings & 57 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 Inch) Display13MP + 0.08MP | 5MP Front Camera5000 mAh BatteryUNISCO T616 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy S23 Ultra 5G (Phantom Black, 1 TB)","₹1,85,999",N/A,"4.64,100 Ratings & 387 Reviews",12 GB RAM | 1 TB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"realme NARZO 70X 5G (Ice Blue, 128 GB)","₹12,790","₹18,999","4.32,141 Ratings & 108 Reviews","8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera5000 mAh BatteryDimensity 6100 Plus, Octa Core Processor1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories"
itel Ace 3 Shine,₹845,"₹1,249",4591 Ratings & 19 Reviews,4 MB RAM | 4 MB ROM4.57 cm (1.8 inch) Display1000 mAh Battery1 year manufacturer Warranty
"Infinix SMART 8 HD (Crystal Green, 64 GB)","₹6,999","₹8,999","4.31,608 Ratings & 67 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories
"OnePlus Nord CE4 lite 5G (ULTRA ORANGE, 128 GB)","₹18,440","₹20,999","4.411,970 Ratings & 578 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5500 mAh Battery1 year
"realme 14 Pro 5G (Pearl White, 256 GB)","₹26,999","₹29,999","4.42,216 Ratings & 242 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Z9s Pro 5G (Luxe Marble, 128 GB)","₹22,996","₹29,999","4.51,718 Ratings & 115 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5500 mAh Battery1 Year on Handset and 6 Months on Accessories
"Google Pixel 9 Pro XL (Hazel, 256 GB)","₹1,24,999",N/A,4.6619 Ratings & 56 Reviews,16 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 48MP + 48MP | 42MP Front Camera5060 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty
"IQOO Z9S PRO 5G (Luxe Marble, 128 GB)","₹22,990","₹29,999","4.51,718 Ratings & 115 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5500 mAh Battery1 YEAR
"POCO M7 Pro 5G (Lavender Frost, 128 GB)","₹13,999","₹18,999","4.34,279 Ratings & 500 Reviews",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"REDMI A3 (Midnight Black, 128 GB)","₹8,888","₹11,999","4.15,425 Ratings & 273 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme 14 Pro 5G (Suede Grey, 128 GB)","₹24,999","₹27,999","4.42,216 Ratings & 242 Reviews",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 70 TURBO 5G (Turbo Purple, 256 GB)","₹20,990","₹22,999",4.3307 Ratings & 12 Reviews,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo V50 5G (Titanium Grey, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"realme 70 TURBO 5G (Turbo Purple, 256 GB)","₹20,990","₹22,999",4.3307 Ratings & 12 Reviews,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty
"SAMSUNG Galaxy S23 Ultra 5G (Phantom Black, 512 GB)","₹1,61,999",N/A,"4.64,100 Ratings & 387 Reviews",12 GB RAM | 512 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"Google Pixel 9 (Wintergreen, 256 GB)","₹74,999","₹79,999","4.62,245 Ratings & 237 Reviews",12 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP | 10.5MP Front Camera4700 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty
"realme 70 TURBO 5G (Turbo Yellow, 256 GB)","₹20,990","₹22,999",4.3307 Ratings & 12 Reviews,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty
"Apple iPhone 13 mini (Starlight, 256 GB)","₹64,900","₹74,900","4.53,845 Ratings & 330 Reviews",256 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.
"SAMSUNG Galaxy S24+ 5G (Cobalt Violet, 256 GB)","₹60,999","₹99,999","4.55,180 Ratings & 392 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Quad HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4900 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme C65 5G (Glowing Black, 128 GB)","₹11,245","₹15,999","4.411,998 Ratings & 499 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI Note 13 5G (Chromatic Purple, 128 GB)","₹14,997","₹20,999","4.228,437 Ratings & 1,664 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Apple iPhone 16 Pro (Natural Titanium, 128 GB)","₹1,12,900","₹1,19,900","4.71,102 Ratings & 62 Reviews","128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
"Motorola G85 5G (Urban Grey, 128 GB)","₹17,999","₹20,999","4.41,45,758 Ratings & 7,891 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5000 mAh Battery6s Gen 3 Processor1 Year on Handset and 6 Months on Accessories
Nokia 105,"₹1,248","₹1,699","3.33,143 Ratings & 191 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 MB4.5 cm (1.77 inch) Display0MP | 0MP Front Camera1000 mAh Battery1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES
"OnePlus 13R 5G (Nebula Noir, 256 GB)","₹42,998","₹44,999",4.5337 Ratings & 34 Reviews,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera6000 mAh Battery1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase
Kechaoda A26,₹898,"₹1,499","425,692 Ratings & 1,496 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA ProcessorNO WARRANTY
"realme 12x 5G (Twilight Purple, 128 GB)","₹12,499","₹17,999","4.41,02,074 Ratings & 4,819 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 12x 5G (Woodland Green, 128 GB)","₹12,499","₹17,999","4.41,02,074 Ratings & 4,819 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme C65 5G (Speedy Red, 128 GB)","₹10,699","₹14,999","4.24,973 Ratings & 220 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Apple iPhone 13 (Blue, 512 GB)","₹74,999","₹79,900","4.62,87,779 Ratings & 13,785 Reviews",512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.
"realme C65 5G (Speedy Red, 128 GB)","₹15,999",N/A,"4.411,998 Ratings & 499 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Apple iPhone 13 (Blue, 128 GB)","₹44,999","₹49,900","4.62,87,779 Ratings & 13,785 Reviews",128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.
MOTOROLA A10V DS Keypad Phone with Voice Feature|800 mAh Battery|Wireless FM Recording,"₹1,169","₹1,549","4.25,133 Ratings & 314 Reviews",4 MB RAM | 0.03 GB ROM | Expandable Upto 64 GB4.57 cm (1.8 inch) Display800 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
MOTOROLA A10V DS Keypad Phone with Voice Feature|800 mAh Battery|Wireless FM Recording,"₹1,169","₹1,549","4.25,133 Ratings & 314 Reviews",4 MB RAM | 0.03 GB ROM | Expandable Upto 64 GB4.57 cm (1.8 inch) Display800 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories
"Motorola Edge 50 Pro 5G with 125W Charger (Black Beauty, 256 GB)","₹29,999","₹41,999","4.456,039 Ratings & 3,762 Reviews",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP | 50MP Front Camera4500 mAh Battery7 Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo V50 5G (Titanium Grey, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
itel Ace 3 Shine,₹845,"₹1,249",4591 Ratings & 19 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) QVGA Display1000 mAh BatteryUnisoc Processor1 year manufacturer Warranty
"Apple iPhone 16 Pro Max (Black Titanium, 256 GB)","₹1,35,900","₹1,44,900",4.6545 Ratings & 42 Reviews,"256 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
hmd 105 Dual Sim,₹996,"₹1,499",4.1895 Ratings & 76 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) Display1000 mAh BatterySC6531E Processor1 Year Replacement.
"realme 14 Pro+ 5G (Suede Grey, 256 GB)","₹31,999","₹35,999","4.42,938 Ratings & 532 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹31,999","₹35,999","4.42,938 Ratings & 532 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 14 Pro+ 5G (Bikaner Purple, 256 GB)","₹31,999","₹35,999","4.42,938 Ratings & 532 Reviews",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI 13c 5G (Startrail Green, 256 GB)","₹14,990","₹17,999","4.27,990 Ratings & 401 Reviews",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year
hmd 105 Dual Sim,₹988,"₹1,499",4.1895 Ratings & 76 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) Display1000 mAh BatterySC6531E Processor1 Year Replacement.
"Apple iPhone 13 mini (Blue, 128 GB)","₹49,900","₹64,900","4.53,845 Ratings & 330 Reviews",128 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.
"Apple iPhone 13 (Blue, 256 GB)","₹54,999","₹59,900","4.62,87,779 Ratings & 13,785 Reviews",256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip Processor1 year warranty for phone and 1 year warranty for in Box Accessories.
"realme 14 Pro+ 5G (Pearl White, 128 GB)","₹29,999","₹33,999","4.42,938 Ratings & 532 Reviews",8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix SMART 8 HD (Shiny Gold, 64 GB)","₹6,999","₹8,999","4.31,608 Ratings & 67 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories
"IQOO Z9s Pro 5G (Luxe Marble, 256 GB)","₹25,193","₹31,999","4.51,718 Ratings & 115 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5500 mAh Battery1 Year on Handset and 6 Months on Accessories
"REDMI 13c 5G (Startrail Silver, 256 GB)","₹12,999","₹17,999","4.27,990 Ratings & 401 Reviews",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year
"Motorola Edge 50 Ultra 5G (Forest Grey, 512 GB)","₹49,999","₹64,999","4.42,332 Ratings & 260 Reviews",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Display50MP + 50MP + 64MP | 50MP Front Camera4500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year on Handset and 6 Months on Accessories
"Google Pixel 9 (Peony, 256 GB)","₹74,999","₹79,999","4.62,245 Ratings & 237 Reviews",12 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP | 10.5MP Front Camera4700 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty
"POCO F6 5G (Titanium, 256 GB)","₹26,999","₹35,999","4.36,023 Ratings & 611 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme GT 6 (Fluid Silver, 256 GB)","₹33,999","₹43,999","4.52,162 Ratings & 257 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme C65 5G (Feather Green, 128 GB)","₹10,490","₹14,999","4.24,973 Ratings & 220 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
LAVA Hero Shakti Keypad Mobile|1.8 inch Big Display|Auto Call Recording|Wireless FM,₹879,"₹1,199","4.12,281 Ratings & 144 Reviews",32 GB ROM4.57 cm (1.8 inch) Display800 mAh BatteryBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories
"realme 70 TURBO 5G (Turbo Green, 128 GB)","₹16,198","₹20,999","4.41,889 Ratings & 165 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty
"realme C65 5G (Feather Green, 128 GB)","₹11,469","₹15,999","4.411,998 Ratings & 499 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
Kechaoda K28,"₹1,199","₹1,499","44,509 Ratings & 342 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1700 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.
"vivo V50 5G (Rose Red, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
Kechaoda K28,"₹1,199","₹1,499","44,509 Ratings & 342 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1700 mAh Battery1 Year Manufacturer Warranty
Nokia 106,"₹1,219","₹1,699","3.93,188 Ratings & 182 Reviews",32 MB RAM | 32 MB ROM17.02 cm (6.7 inch) Display1000 mAh BatterySC6531E Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES
"SAMSUNG Galaxy S24 Ultra 5G (Titanium Black, 256 GB)","₹1,34,999",N/A,"4.62,610 Ratings & 280 Reviews",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 50MP + 12MP + 10MP | 12MP Front Camera5000 mAh BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme 14 Pro+ 5G (Suede Grey, 256 GB)","₹34,999","₹37,999","4.42,125 Ratings & 323 Reviews",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹34,999","₹37,999","4.42,125 Ratings & 323 Reviews",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Infinix SMART 8 (Rainbow Blue, 128 GB)","₹8,999","₹10,999","4.311,124 Ratings & 633 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"Infinix SMART 8 (Shiny Gold, 128 GB)","₹8,999","₹10,999","4.311,124 Ratings & 633 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories
"realme 14 Pro+ 5G (Bikaner Purple, 256 GB)","₹34,999","₹37,999","4.42,125 Ratings & 323 Reviews",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 50MP + 8MP | 32MP Front Camera6000 mAh Battery7s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"realme C65 5G (Glowing Black, 128 GB)","₹10,699","₹14,999","4.24,973 Ratings & 220 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Google Pixel 7a (Charcoal, 128 GB)","₹31,999","₹43,999","4.126,047 Ratings & 2,593 Reviews",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Whitesilver, 512 GB)","₹1,41,999",N/A,4.7996 Ratings & 131 Reviews,12 GB RAM | 512 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
