Product,Price,Actual Price,Rating,Storage
Kechaoda K9,"₹1,167","₹1,700","4.13,426 Ratings & 286 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera1700 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.
"SAMSUNG Galaxy S25 Ultra 5G (Titanium Silverblue, 1024 GB)","₹1,65,999",N/A,4.7996 Ratings & 131 Reviews,12 GB RAM | 1024 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme 12 Pro+ 5G (Submarine Blue, 256 GB)","₹22,999","₹35,999","4.426,074 Ratings & 3,058 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Neo 9 Pro (Fiery Red, 256 GB)","₹37,989","₹41,999",4.6181 Ratings & 12 Reviews,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year on Handset and 6 Months on Accessories
"realme NARZO 70X 5G (ICE BLUE, 128 GB)","₹12,996","₹17,999","4.34,690 Ratings & 201 Reviews",6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6100+ 5G Chipset Processor1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
"OPPO Reno13 5G (Luminous Blue, 256 GB)","₹39,999","₹43,999","4.41,795 Ratings & 251 Reviews",8 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Display50MP + 8MP + 2MP | 50MP Front Camera5600 mAh BatteryDimensity 8350 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"POCO F6 5G (Black, 256 GB)","₹23,999","₹33,999","4.310,947 Ratings & 990 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus 13 (Arctic Dawn, 256 GB)","₹67,845","₹72,999",4.517 Ratings & 1 Reviews,12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Display50MP Rear Camera6000 mAh Battery1 year in handset and 6 months in accessories
"itel A50C (Sapphire Black, 32 GB)","₹5,690","₹6,199",4.1179 Ratings & 5 Reviews,2 GB RAM | 32 GB ROM16.94 cm (6.67 inch) Display8MP Rear Camera4000 mAh Battery1 year manufacturer warranty
"REDMI Note 13 Pro+ 5G (Fusion White, 512 GB)","₹28,387","₹37,999","4.210,350 Ratings & 931 Reviews",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
GFive SHARK,₹899,"₹1,499",3.7600 Ratings & 51 Reviews,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1000 mAh Battery3 Month Company Warranty.
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)","₹24,999","₹33,999","4.317,257 Ratings & 1,561 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
GFive G9000i,₹799,"₹1,499",4110 Ratings & 5 Reviews,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera2500 mAh Battery3 Month Company Warranty.
"REDMI Note 13 Pro 5G (Arctic White, 128 GB)","₹19,999","₹28,999","4.334,817 Ratings & 2,774 Reviews",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
LAVA A1 Josh Bol,₹949,"₹1,399","4.19,652 Ratings & 731 Reviews",0 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display800 mAh BatteryNo Warranty
"SAMSUNG Galaxy M15 5G (Blue Topaz, 128 GB)","₹11,646","₹15,999",4.2417 Ratings & 26 Reviews,4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryMediaTek ProcessorDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories.
"SAMSUNG Galaxy A55 5G (Awesome Navy, 256 GB)","₹39,990","₹49,110",4.3406 Ratings & 37 Reviews,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"vivo Y28s 5G (Vintage Red, 128 GB)","₹14,490","₹19,999",4.4861 Ratings & 45 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Full HD+ Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI Note 13 Pro+ 5G (Fusion White, 256 GB)","₹23,273","₹33,999","4.317,257 Ratings & 1,561 Reviews",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy A55 5G (Awesome Navy, 256 GB)","₹36,999","₹45,999","4.41,226 Ratings & 106 Reviews",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatterySamsung Exynos 1480 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo V30 5G (Classic Black, 256 GB)","₹32,990","₹42,999","4.51,131 Ratings & 97 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo V50 5G (Rose Red, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"vivo Y28s 5G (Twinkling Purple, 128 GB)","₹15,999","₹21,999",4.3321 Ratings & 16 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Neo9 Pro (Conqueror Black, 256 GB)","₹39,999","₹41,999",4.6543 Ratings & 36 Reviews,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year
"vivo Y28s 5G (Twinkling Purple, 128 GB)","₹12,999","₹17,999",4.3240 Ratings & 10 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"vivo Y28s 5G (Vintage Red, 128 GB)","₹15,999","₹21,999",4.3321 Ratings & 16 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"IQOO Neo9 Pro (Fiery Red, 256 GB)","₹40,700","₹41,999",4.6543 Ratings & 36 Reviews,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5160 mAh Battery1 Year
"REDMI 12 (Jade Black, 128 GB)","₹9,499","₹14,999","4.31,09,308 Ratings & 5,613 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
hmd 105 Dual Sim,₹994,"₹1,499",4.1895 Ratings & 76 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) Display1000 mAh BatterySC6531E Processor1 Year Replacement.
"Apple iPhone 14 Plus (Blue, 512 GB)","₹99,900",N/A,"4.685,274 Ratings & 4,753 Reviews","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
"SAMSUNG galaxy M15 5G (Blue Topaz, 128 GB)","₹14,059","₹17,999",4.196 Ratings & 6 Reviews,8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryMediaTek ProcessorDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories.
"REDMI Note 13 Pro 5G (Midnight Black, 256 GB)","₹22,499","₹32,999","4.39,207 Ratings & 683 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
I Kall A4,"₹1,813","₹3,499",3.7183 Ratings & 11 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 64 GB8.53 cm (3.36 inch) Display0.3MP Rear Camera2000 mAh BatteryOne year Manufacturing Defects
"itel A50 (Misty Black, 64 GB)","₹6,271","₹7,399",4.3184 Ratings & 12 Reviews,4 GB RAM | 64 GB ROM16.94 cm (6.67 inch) Display8MP Rear Camera5000 mAh Battery1 Year manufacturer
"REDMI A1 (Light Green, 32 GB)","₹6,190","₹7,999","4.210,192 Ratings & 454 Reviews",2 GB RAM | 32 GB ROM16.56 cm (6.52 inch) Display5MP Rear Camera5000 mAh Battery12 months
"REDMI Note 13 Pro 5G (Coral Purple, 256 GB)","₹21,395","₹32,999","4.39,207 Ratings & 683 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"itel A50 (Shimmer Gold, 64 GB)","₹6,450","₹7,399",4.3184 Ratings & 12 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) HD Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T603 Processor1 Year manufacturer
Jio Bharat V1,₹899,"₹1,999",3.5639 Ratings & 23 Reviews,56 MB RAM | 512 MB ROM | Expandable Upto 128 GB4.5 cm (1.77 inch) VGA Display0.03MP Rear Camera1000 mAh BatteryONE YEAR BRAND WARANTY
"REDMI 12 (Jade Black, 128 GB)","₹8,990","₹15,999","4.273,102 Ratings & 4,367 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"SAMSUNG M15 5G (Celestrial Blue, 128 GB)","₹11,674","₹15,999",4.373 Ratings & 5 Reviews,4 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display50MP Rear Camera6000 mAh BatteryMediaTek ProcessorDomestic Warranty Of 1 Year For Handset And 6 Month For Accessories.
"Infinix Note 40 Pro 5G (Racing Grey, 256 GB)","₹19,999","₹27,999","4.235,733 Ratings & 2,401 Reviews",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP | 32MP Front Camera5000 mAh BatteryMediatek Dimensity 7020 Processor1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo V50 5G (Rose Red, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
"LAVA Z33 (Blue, 32 GB)","₹5,499","₹10,499","41,345 Ratings & 114 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediaTek Helio A25 Processor1 Year Warranty for Phone and 6 Month Warranty for Accessories in the Box
"Apple iPhone 14 (Blue, 512 GB)","₹84,999","₹89,900","4.63,10,244 Ratings & 11,674 Reviews","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
"POCO M6 5G (Galactic Black, 64 GB)","₹8,499","₹11,999","4.21,38,230 Ratings & 6,927 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"SAMSUNG Galaxy A16 5G (Gold, 128 GB)","₹16,290","₹21,499","4.21,264 Ratings & 91 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories
"REDMI Note 13 Pro 5G (Arctic White, 256 GB)","₹22,499","₹32,999","4.39,207 Ratings & 683 Reviews",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Kechaoda A27,₹894,"₹1,499","413,073 Ratings & 780 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) QVGA Display0MP | 0MP Front Camera800 mAh BatteryNA Processor1 Year Domestic Warranty
KARBONN K9 max,"₹1,450","₹1,890","44,552 Ratings & 378 Reviews",64 MB RAM | 64 MB ROM6.6 cm (2.6 inch) QVGA Display2MP Rear Camera2500 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.
"OnePlus Nord CE3 5G (Grey Shimmer, 128 GB)","₹22,499","₹26,999","4.412,246 Ratings & 942 Reviews",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year of Device & 6 Months for In-Box Accessories
"SAMSUNG Galaxy Z Flip5 Special Edition (Yellow, 256 GB)","₹61,990","₹1,02,999",4.511 Ratings & 0 Reviews,8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Super AMOLED Display12MP + 12MP | 10MP Front Camera3700 mAh BatteryQualcomm SM8550-AC Snapdragon 8 Gen 2 (4 nm) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"realme 13 Pro 5G (Monet Gold, 256 GB)","₹23,999","₹30,999","4.46,022 Ratings & 436 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"Apple iPhone 14 Plus (Blue, 256 GB)","₹79,900",N/A,"4.685,274 Ratings & 4,753 Reviews","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories."
"vivo V30 5G (Peacock Green, 128 GB)","₹29,945","₹38,999","4.57,726 Ratings & 695 Reviews",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"SAMSUNG Galaxy A14 5G (Black, 128 GB)","₹15,499",N/A,"4.242,067 Ratings & 1,948 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Display50MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatteryExynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"OPPO A3x 5G (Starlight White, 64 GB)","₹11,499","₹14,999","4.21,798 Ratings & 77 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5100 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Nokia 110 4G,"₹2,329","₹3,299",3.9823 Ratings & 50 Reviews,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.08MP Rear Camera1450 mAh BatteryT107 ProcessorNo Warranty on this Product
"SAMSUNG Galaxy S25 5G (Icyblue, 512 GB)","₹92,999",N/A,4.6940 Ratings & 153 Reviews,12 GB RAM | 512 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
"realme 13 Pro+ 5G (Monet Purple, 256 GB)","₹25,999","₹36,999","4.410,149 Ratings & 1,045 Reviews",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
"REDMI Note 14 5G (Phantom Purple, 128 GB)","₹18,982","₹22,999",4.3351 Ratings & 29 Reviews,8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5110 mAh Battery1 Year
LAVA A1 Vibe DS Keypad Phone|1000 mAh Battery|0.3MP Rear Camera|Expandable Upto 32 GB,"₹1,099","₹1,499",4.1232 Ratings & 8 Reviews,32 MB RAM | 24 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Display0.3MP Rear Camera1000 mAh Battery1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box
"vivo V30 5G (Peacock Green, 256 GB)","₹33,999","₹42,999","4.51,131 Ratings & 97 Reviews",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
Nokia 105 Classic with Charger,"₹1,599",N/A,"3.93,663 Ratings & 186 Reviews",32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera800 mAh BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase
"POCO M6 Plus 5G (Misty Lavender, 128 GB)","₹10,999","₹15,999","4.227,912 Ratings & 1,710 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"vivo T3 Pro 5G (Sandstone Orange, 256 GB)","₹24,999","₹31,999","4.548,999 Ratings & 3,371 Reviews",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 8MP | 16MP Front Camera5500 mAh BatterySnapdragon 7 Gen 3 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
"vivo V50 5G (Titanium Grey, 256 GB)","₹36,999","₹42,999",4.6536 Ratings & 75 Reviews,8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 50MP | 50MP Front Camera6000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Warranty for Inbox Accessories
Kechaoda K60,"₹1,730","₹1,999","41,875 Ratings & 166 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB6.1 cm (2.4 inch) QVGA Display0.3MP Rear Camera | 0.3MP Front Camera3600 mAh BatteryNO WARRANTY
"LAVA A3 Torch DS Keypad Phone|1750mAh Big Battery|1.8"" Large Display|Quad Strip Torch","₹1,232","₹1,649",4.234 Ratings & 3 Reviews,24 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1750 mAh Battery1 Year Handset Domestic warranty
Kechaoda A26,₹858,"₹1,399","425,692 Ratings & 1,496 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB1.68 cm (0.66 inch) Display800 mAh BatteryNO WARRANTY
"REDMI 13 5G (Hawaiian Blue, 128 GB)","₹12,499","₹17,999","4.324,883 Ratings & 1,282 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme NARZO 70X 5G (ICE BLUE, 128 GB)","₹11,490","₹16,999","41,177 Ratings & 65 Reviews",4 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6100+ 5G Chipset Processor1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
